user_id,session_id,cart_id,product_id,product_name,quantity,price_per_unit,total_item_price,cart_total,cart_item_count,user_email,cart_last_updated,is_cart_abandoned,last_notification_sent,notification_type,product_stock_status,product_discount,estimated_delivery_date,user_last_action,wishlist_flag,location
130,sess_653955,cart_5285,7282,Laptop,2,319.71,639.42,639.42,1,user145@example.com,02-06-2024 04:42,1,13-01-2024 09:58,Price Drop,Out of Stock,0,16-12-2024,Wishlist,1,"London, UK"
499,sess_505973,cart_9692,3476,Smartwatch,3,153.42,460.26,3682.08,8,user9@example.com,22-03-2024 18:38,1,23-06-2024 00:47,Wishlist Reminder,Low Stock,0,14-12-2024,Viewed Product,1,"Berlin, Germany"
208,sess_272413,cart_3518,9707,Smartwatch,3,132.65,397.95,795.9,2,user115@example.com,15-04-2024 18:47,1,28-02-2024 22:35,Cart Reminder,Low Stock,0,16-12-2024,Wishlist,1,"Mumbai, India"
87,sess_205802,cart_7274,6061,Smartphone,3,285.05,855.15,2565.45,3,user470@example.com,27-11-2024 17:35,1,07-03-2024 22:15,Cart Reminder,Out of Stock,32.9,19-12-2024,Wishlist,0,"London, UK"
102,sess_268914,cart_4766,6060,Wireless Earbuds,4,110.11,440.44,3083.08,7,user129@example.com,24-11-2024 09:59,0,10-01-2024 17:29,Stock Alert,Out of Stock,10.7,22-12-2024,Viewed Product,1,"New York, USA"
454,sess_514306,cart_6698,2319,Laptop,3,434.23,1302.69,10421.52,8,user488@example.com,21-08-2024 08:02,1,29-10-2024 19:08,Wishlist Reminder,Low Stock,0,16-12-2024,Wishlist,0,"Mumbai, India"
481,sess_913372,cart_6467,3913,Wireless Earbuds,4,137.76,551.04,2204.16,4,user402@example.com,06-09-2024 16:40,0,29-11-2024 15:44,Wishlist Reminder,Low Stock,16.9,16-12-2024,Wishlist,1,"Mumbai, India"
241,sess_825658,cart_5189,9119,Smartwatch,4,33.57,134.28,134.28,1,user210@example.com,24-02-2024 14:17,0,07-05-2024 01:00,Price Drop,Low Stock,0,17-12-2024,Viewed Product,1,"Mumbai, India"
169,sess_578817,cart_6901,8708,Tablet,5,53.67,268.35,268.35,1,user381@example.com,21-08-2024 11:09,0,10-06-2024 18:18,Stock Alert,Out of Stock,43.1,20-12-2024,Added to Cart,0,"New York, USA"
116,sess_355210,cart_9473,3630,Tablet,5,299.89,1499.45,11995.6,8,user427@example.com,23-09-2024 02:43,0,11-03-2024 02:09,Wishlist Reminder,Low Stock,0,17-12-2024,Wishlist,1,"New York, USA"
146,sess_838581,cart_3231,9685,Wireless Earbuds,1,155.77,155.77,1090.39,7,user235@example.com,03-04-2024 20:30,0,01-04-2024 18:16,Stock Alert,Low Stock,0,20-12-2024,Viewed Product,1,"Mumbai, India"
97,sess_457148,cart_7505,1367,Smartphone,4,448.05,1792.2,14337.6,8,user137@example.com,10-02-2024 21:01,0,20-01-2024 20:12,Stock Alert,Low Stock,7.9,14-12-2024,Wishlist,1,"London, UK"
229,sess_230620,cart_6223,1226,Wireless Earbuds,1,209.25,209.25,418.5,2,user137@example.com,17-05-2024 15:43,1,15-01-2024 07:30,Wishlist Reminder,In Stock,0,15-12-2024,Viewed Product,0,"New York, USA"
219,sess_665832,cart_9187,8967,Tablet,5,27.36,136.8,410.4,3,user256@example.com,15-04-2024 08:44,0,26-05-2024 15:24,Wishlist Reminder,In Stock,0,22-12-2024,Added to Cart,1,"London, UK"
16,sess_611506,cart_4778,2043,Tablet,3,451.52,1354.56,5418.24,4,user477@example.com,14-06-2024 01:58,1,25-01-2024 11:00,Stock Alert,Low Stock,18.4,15-12-2024,Added to Cart,0,"Mumbai, India"
143,sess_128904,cart_4822,1076,Laptop,1,194.33,194.33,1360.31,7,user139@example.com,12-03-2024 16:39,0,25-09-2024 02:34,Cart Reminder,In Stock,10.3,22-12-2024,Added to Cart,1,"Mumbai, India"
132,sess_470623,cart_2625,3767,Wireless Earbuds,3,424.23,1272.69,3818.07,3,user44@example.com,15-04-2024 01:10,0,28-10-2024 21:39,Price Drop,Out of Stock,0,18-12-2024,Added to Cart,0,"London, UK"
197,sess_219208,cart_3317,4496,Smartwatch,2,323.31,646.62,4526.34,7,user327@example.com,13-07-2024 12:56,1,02-07-2024 07:09,Price Drop,In Stock,47.2,18-12-2024,Wishlist,1,"Mumbai, India"
382,sess_228463,cart_6154,7686,Laptop,1,497.68,497.68,2488.4,5,user176@example.com,25-08-2024 07:44,0,30-06-2024 23:05,Cart Reminder,Out of Stock,17,18-12-2024,Added to Cart,1,"London, UK"
231,sess_945165,cart_2383,8218,Laptop,3,154.38,463.14,4168.26,9,user325@example.com,23-08-2024 08:45,1,24-08-2024 11:19,Stock Alert,Low Stock,0,17-12-2024,Added to Cart,0,"Sydney, Australia"
326,sess_916058,cart_9563,8364,Tablet,5,210.87,1054.35,5271.75,5,user204@example.com,01-02-2024 04:10,1,18-11-2024 16:54,Stock Alert,Out of Stock,32.7,19-12-2024,Added to Cart,0,"Sydney, Australia"
192,sess_632453,cart_1422,8974,Tablet,3,199.47,598.41,2393.64,4,user432@example.com,11-11-2024 02:05,1,15-02-2024 14:30,Stock Alert,In Stock,37.9,17-12-2024,Wishlist,0,"Sydney, Australia"
95,sess_675283,cart_9733,9826,Smartphone,5,70.57,352.85,3528.5,10,user428@example.com,03-04-2024 23:18,1,08-02-2024 05:57,Wishlist Reminder,Out of Stock,0,18-12-2024,Added to Cart,1,"Berlin, Germany"
182,sess_790913,cart_6223,4104,Wireless Earbuds,4,448.39,1793.56,8967.8,5,user249@example.com,01-09-2024 06:12,1,27-06-2024 07:39,Cart Reminder,Out of Stock,0,15-12-2024,Added to Cart,1,"Sydney, Australia"
362,sess_801211,cart_8999,3424,Smartwatch,2,20.52,41.04,246.24,6,user282@example.com,07-06-2024 12:17,1,12-02-2024 14:35,Cart Reminder,Out of Stock,0,15-12-2024,Added to Cart,0,"Berlin, Germany"
424,sess_240651,cart_7289,2897,Laptop,1,116.6,116.6,816.2,7,user462@example.com,25-08-2024 02:01,1,29-03-2024 12:44,Cart Reminder,Low Stock,31.7,18-12-2024,Added to Cart,1,"Berlin, Germany"
181,sess_748024,cart_5683,3619,Smartwatch,4,385.14,1540.56,3081.12,2,user123@example.com,21-05-2024 08:43,1,05-11-2024 10:11,Stock Alert,In Stock,10.6,14-12-2024,Added to Cart,1,"New York, USA"
318,sess_569137,cart_2142,6197,Wireless Earbuds,4,471.96,1887.84,15102.72,8,user271@example.com,31-10-2024 21:40,1,31-01-2024 10:05,Cart Reminder,Low Stock,23.4,18-12-2024,Wishlist,0,"Mumbai, India"
228,sess_752212,cart_8252,7546,Laptop,2,76.51,153.02,1530.2,10,user349@example.com,19-07-2024 18:49,1,12-08-2024 07:48,Stock Alert,In Stock,0,14-12-2024,Wishlist,1,"London, UK"
187,sess_704563,cart_8210,6737,Laptop,1,36.39,36.39,109.17,3,user17@example.com,21-07-2024 13:40,0,15-03-2024 17:15,Price Drop,Low Stock,0,21-12-2024,Viewed Product,1,"Sydney, Australia"
16,sess_197929,cart_9147,2113,Laptop,2,183.4,366.8,3301.2,9,user446@example.com,20-10-2024 02:20,0,10-09-2024 20:11,Price Drop,In Stock,0,20-12-2024,Added to Cart,0,"Mumbai, India"
235,sess_720018,cart_4479,1202,Smartwatch,1,386.92,386.92,2708.44,7,user81@example.com,24-04-2024 04:08,1,13-06-2024 11:41,Price Drop,In Stock,0,22-12-2024,Added to Cart,1,"Sydney, Australia"
107,sess_896040,cart_2368,3109,Smartphone,5,364.69,1823.45,1823.45,1,user350@example.com,09-09-2024 14:10,0,13-05-2024 05:10,Cart Reminder,Low Stock,12,17-12-2024,Wishlist,1,"Mumbai, India"
360,sess_679589,cart_3533,9447,Laptop,2,369.9,739.8,6658.2,9,user40@example.com,21-06-2024 13:51,1,18-04-2024 02:25,Stock Alert,Low Stock,24.4,16-12-2024,Wishlist,0,"Berlin, Germany"
396,sess_139858,cart_1041,4670,Laptop,1,487.55,487.55,1950.2,4,user331@example.com,06-10-2024 14:44,1,09-05-2024 13:18,Cart Reminder,In Stock,45,15-12-2024,Added to Cart,1,"London, UK"
454,sess_329957,cart_1475,5751,Laptop,5,99.66,498.3,4484.7,9,user333@example.com,29-03-2024 02:44,0,04-01-2024 06:47,Stock Alert,In Stock,0,15-12-2024,Added to Cart,0,"Sydney, Australia"
340,sess_767029,cart_6544,9050,Wireless Earbuds,2,26.22,52.44,314.64,6,user86@example.com,25-05-2024 06:07,1,07-10-2024 21:49,Price Drop,Out of Stock,0,14-12-2024,Added to Cart,1,"New York, USA"
110,sess_247388,cart_1876,7895,Laptop,1,329.53,329.53,2636.24,8,user160@example.com,23-08-2024 17:43,0,21-02-2024 09:17,Stock Alert,Low Stock,18.8,17-12-2024,Added to Cart,1,"Sydney, Australia"
246,sess_888802,cart_7593,4871,Laptop,2,119.64,239.28,1435.68,6,user149@example.com,15-01-2024 12:40,1,01-06-2024 13:17,Wishlist Reminder,Out of Stock,1,14-12-2024,Added to Cart,0,"London, UK"
152,sess_746053,cart_8393,4409,Smartwatch,1,269.98,269.98,1349.9,5,user122@example.com,18-11-2024 14:33,1,24-02-2024 08:07,Stock Alert,Low Stock,0,14-12-2024,Viewed Product,1,"London, UK"
498,sess_416688,cart_1396,4852,Smartwatch,5,123.82,619.1,4952.8,8,user332@example.com,21-02-2024 07:58,0,29-06-2024 22:34,Cart Reminder,Out of Stock,3.9,18-12-2024,Added to Cart,0,"London, UK"
448,sess_320624,cart_7729,2230,Laptop,1,396.34,396.34,3567.06,9,user63@example.com,20-05-2024 15:48,0,02-06-2024 12:39,Stock Alert,In Stock,15.3,17-12-2024,Wishlist,1,"New York, USA"
407,sess_368341,cart_1720,8171,Laptop,5,482.09,2410.45,14462.7,6,user426@example.com,30-08-2024 16:38,1,19-08-2024 11:36,Stock Alert,Low Stock,0,21-12-2024,Added to Cart,0,"London, UK"
357,sess_335337,cart_7446,8247,Smartphone,5,371.9,1859.5,13016.5,7,user104@example.com,13-03-2024 01:03,0,27-02-2024 12:59,Price Drop,Out of Stock,0,15-12-2024,Added to Cart,1,"New York, USA"
341,sess_708392,cart_7963,8938,Laptop,4,19.52,78.08,156.16,2,user145@example.com,12-07-2024 02:37,0,23-01-2024 08:54,Price Drop,Out of Stock,0,17-12-2024,Added to Cart,1,"London, UK"
154,sess_346917,cart_2179,1912,Laptop,4,357.16,1428.64,5714.56,4,user153@example.com,13-10-2024 16:07,1,24-09-2024 06:20,Price Drop,Out of Stock,0,16-12-2024,Added to Cart,0,"Berlin, Germany"
57,sess_863241,cart_7864,9936,Smartphone,2,17.13,34.26,102.78,3,user120@example.com,27-01-2024 01:16,0,30-08-2024 09:44,Wishlist Reminder,Low Stock,38,16-12-2024,Viewed Product,0,"Berlin, Germany"
10,sess_417023,cart_7203,8695,Wireless Earbuds,4,306.13,1224.52,9796.16,8,user339@example.com,13-08-2024 01:17,1,01-03-2024 07:29,Cart Reminder,Out of Stock,13.7,21-12-2024,Wishlist,0,"New York, USA"
72,sess_703241,cart_1613,5342,Tablet,5,181.12,905.6,3622.4,4,user90@example.com,02-05-2024 11:02,1,26-07-2024 11:46,Cart Reminder,Low Stock,42.3,19-12-2024,Wishlist,1,"Sydney, Australia"
139,sess_479616,cart_5055,5247,Smartwatch,1,44.26,44.26,44.26,1,user48@example.com,12-06-2024 18:53,1,16-02-2024 10:47,Price Drop,Low Stock,48.5,14-12-2024,Viewed Product,1,"Mumbai, India"
265,sess_447351,cart_3927,4441,Laptop,3,453.11,1359.33,12233.97,9,user2@example.com,16-01-2024 03:07,0,15-05-2024 14:35,Wishlist Reminder,In Stock,0,15-12-2024,Added to Cart,0,"Mumbai, India"
403,sess_806807,cart_5978,2562,Laptop,1,487.14,487.14,3897.12,8,user326@example.com,14-05-2024 15:23,1,13-08-2024 17:41,Stock Alert,In Stock,0,18-12-2024,Viewed Product,1,"New York, USA"
199,sess_758692,cart_4506,8924,Tablet,4,109.39,437.56,3938.04,9,user149@example.com,18-04-2024 07:35,0,15-02-2024 22:38,Wishlist Reminder,Low Stock,23.6,17-12-2024,Viewed Product,0,"Sydney, Australia"
419,sess_917776,cart_4275,3044,Laptop,5,248.07,1240.35,3721.05,3,user457@example.com,16-09-2024 08:47,1,14-07-2024 17:14,Price Drop,Low Stock,34.8,17-12-2024,Added to Cart,0,"Sydney, Australia"
350,sess_220493,cart_3526,7594,Smartwatch,1,395.88,395.88,3958.8,10,user250@example.com,14-03-2024 18:32,0,13-08-2024 02:07,Stock Alert,Low Stock,29.6,16-12-2024,Added to Cart,1,"New York, USA"
159,sess_380254,cart_6328,6716,Tablet,1,99.57,99.57,896.13,9,user18@example.com,14-08-2024 14:13,0,01-09-2024 07:32,Stock Alert,In Stock,0,21-12-2024,Viewed Product,0,"London, UK"
150,sess_975331,cart_2064,4819,Smartwatch,2,452.37,904.74,904.74,1,user208@example.com,16-10-2024 23:56,1,13-08-2024 19:29,Stock Alert,Out of Stock,0,15-12-2024,Wishlist,1,"Berlin, Germany"
108,sess_734157,cart_9984,8231,Laptop,4,342.75,1371,4113,3,user430@example.com,26-07-2024 06:26,1,27-11-2024 10:53,Price Drop,In Stock,0,20-12-2024,Added to Cart,1,"Sydney, Australia"
170,sess_599385,cart_4886,1484,Wireless Earbuds,1,330.88,330.88,330.88,1,user4@example.com,12-08-2024 19:34,0,20-02-2024 00:00,Wishlist Reminder,In Stock,49.9,19-12-2024,Added to Cart,1,"New York, USA"
473,sess_297517,cart_4534,9037,Smartwatch,5,247.84,1239.2,11152.8,9,user267@example.com,26-03-2024 07:14,0,25-04-2024 15:52,Cart Reminder,In Stock,0,22-12-2024,Viewed Product,0,"London, UK"
416,sess_353785,cart_3613,9325,Smartwatch,1,260.48,260.48,520.96,2,user80@example.com,21-01-2024 03:50,0,04-01-2024 22:40,Cart Reminder,In Stock,0,19-12-2024,Wishlist,0,"Mumbai, India"
58,sess_404914,cart_8282,5113,Tablet,2,289.36,578.72,1157.44,2,user457@example.com,30-03-2024 00:23,0,10-09-2024 08:06,Price Drop,In Stock,45.9,20-12-2024,Added to Cart,0,"New York, USA"
345,sess_805156,cart_4987,3549,Tablet,3,270.53,811.59,1623.18,2,user151@example.com,11-08-2024 04:12,0,01-01-2024 21:18,Wishlist Reminder,Out of Stock,0,15-12-2024,Viewed Product,0,"Sydney, Australia"
146,sess_269396,cart_5819,8033,Laptop,4,384.32,1537.28,1537.28,1,user160@example.com,29-01-2024 19:13,1,15-07-2024 14:20,Stock Alert,Out of Stock,7.8,14-12-2024,Added to Cart,0,"Sydney, Australia"
443,sess_709169,cart_1324,2342,Laptop,3,409.99,1229.97,11069.73,9,user133@example.com,06-04-2024 16:06,1,01-04-2024 00:24,Cart Reminder,Low Stock,0,18-12-2024,Viewed Product,0,"Sydney, Australia"
404,sess_391525,cart_8233,7181,Tablet,1,106.16,106.16,1061.6,10,user308@example.com,01-03-2024 18:32,1,19-10-2024 01:40,Wishlist Reminder,Out of Stock,0,21-12-2024,Wishlist,0,"Berlin, Germany"
181,sess_696115,cart_4915,5980,Laptop,5,301.36,1506.8,12054.4,8,user444@example.com,20-11-2024 10:37,0,04-08-2024 20:02,Price Drop,In Stock,23,19-12-2024,Wishlist,1,"Berlin, Germany"
108,sess_371897,cart_4402,6865,Smartwatch,3,251.84,755.52,3777.6,5,user213@example.com,16-11-2024 18:32,0,22-11-2024 03:54,Price Drop,Out of Stock,8.2,21-12-2024,Wishlist,1,"New York, USA"
273,sess_672983,cart_7159,7225,Laptop,4,351.38,1405.52,14055.2,10,user59@example.com,05-07-2024 11:01,0,17-09-2024 13:22,Cart Reminder,In Stock,36.5,19-12-2024,Viewed Product,0,"New York, USA"
204,sess_478383,cart_9856,2302,Tablet,4,113.26,453.04,1359.12,3,user92@example.com,20-08-2024 20:08,0,14-01-2024 18:19,Price Drop,Low Stock,0,21-12-2024,Viewed Product,0,"London, UK"
282,sess_982522,cart_6144,9000,Wireless Earbuds,3,477.15,1431.45,1431.45,1,user116@example.com,05-09-2024 01:12,0,31-03-2024 00:48,Cart Reminder,Out of Stock,40.6,17-12-2024,Added to Cart,0,"Mumbai, India"
142,sess_692607,cart_9168,8886,Wireless Earbuds,1,484.34,484.34,2421.7,5,user482@example.com,30-04-2024 02:20,1,09-07-2024 03:04,Cart Reminder,Out of Stock,1.4,22-12-2024,Added to Cart,0,"New York, USA"
26,sess_985528,cart_1953,5495,Tablet,1,260.33,260.33,260.33,1,user86@example.com,05-08-2024 12:33,0,17-11-2024 08:51,Wishlist Reminder,In Stock,0,19-12-2024,Wishlist,0,"Sydney, Australia"
485,sess_518938,cart_4429,2929,Tablet,1,431.91,431.91,3887.19,9,user60@example.com,26-08-2024 09:11,0,16-07-2024 01:23,Stock Alert,In Stock,30.1,22-12-2024,Viewed Product,1,"Berlin, Germany"
412,sess_284762,cart_1970,7118,Laptop,4,100.19,400.76,2404.56,6,user131@example.com,18-04-2024 00:05,0,11-03-2024 19:56,Stock Alert,Low Stock,0,21-12-2024,Wishlist,0,"New York, USA"
364,sess_238697,cart_4999,1931,Smartphone,2,143.74,287.48,1149.92,4,user241@example.com,18-01-2024 15:52,1,28-08-2024 02:53,Price Drop,In Stock,0,22-12-2024,Wishlist,1,"Berlin, Germany"
1,sess_300121,cart_7470,6625,Laptop,2,136.64,273.28,546.56,2,user445@example.com,13-04-2024 04:02,0,03-03-2024 17:58,Cart Reminder,Low Stock,0,21-12-2024,Wishlist,0,"New York, USA"
